UUID,Last Name,First Name,Uci Net,Email,Phone,Citizen,Url,EPT Taken,EPT Reason,Test Score,Degree,Candidacy,Department,Gpa,Campus Ta,Campus Tayear,Ics398a,Ics398a Year,Academic Probation,Incomplete,Grade,Masters,Concentration,Submit Date,Position,Hired By,Hired Position,Area of Expertise,Programming,Past Experience,Course Prefs,Past Experience(|),Course Prefs(|),Courses,Courses(|),Verified,Activated,Finalized,poststamp,ICS Job
7192ed41-4f2d-4f63-93ce-0937eb645fd2,Smith136,Joe136,Smith136,Smith136@uci.edu,9495555685,FOR,http://Smith136.com,yes,Plan to take it in the future,5/ TOEP,MS,no,Statistics,3.73,yes,2023,no,,no,no,no,,Statistics,4/19/2023,Either,,,"My area of expertise is statistics, especially statistical theories and tools in practical use. Also my undergraduate major is statistics, which enhances my fundamental  knowledge of basic inferential statistics, statistical computing and data analysis.","I have been working as a data analyst in the people’s bank of China for over two years, where I have gained hands-on experience in building ETL pipelines and analysis report. Also my working experience trains me to be skilled in SQL languages and enables me to utilize and combine different tools (SQL, SAS and python )to analyze data.","CourseTitleInstructorPositionWhenSTAT 7BASIC STATISTICSDavid ArmstrongReader2022-winterSTAT 7BASIC STATISTICSLee KuceraReader2022-springSTAT 120A INTRO PROB STATS I  GULESSERIAN, S.Reader2022-summerSTAT 115Bayesian Yaming YuTA2023-winter",CourseTakenGradeSTAT 7NSTAT 8NSTAT 120ANSTAT 67N,"stats7|BASIC STATISTICS|David Armstrong|Reader|2022-winter|stats7|BASIC STATISTICS|Lee Kucera|Reader|2022-spring|Stats120A| INTRO PROB STATS I  |GULESSERIAN, S.|Reader|2022-summer|Stats115|Bayesian |Yaming Yu|TA|2023-winter|",stats7|N||stats8|N||stats120A|N||stats67|N||,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303CS 295CAUSAL INFERENCEA+202303STATS 295SPATIAL ANALYSISA202292CS 273AMACHINE LEARNINGB+202292STATS 295ML FOR DATA SCIENCEA202214STATS 280SEMINAR IN STATSS202214STATS 210CSTAT METHODS IIIA-202214STATS 200CINT PROB & STAT THYB+202214STATS 280SEMINAR IN STATSS202203STATS 210BSTAT METHODS IIA202203STATS 205BAYES DATA ANALYSISA-202203STATS 200BINT PROB & STAT THYA-202203STATS 295SCI COMP WITH RA202192STATS 280SEMINAR IN STATSS202192STATS 210STATS METHODS IA-202192STATS 200AINT PROB & STAT THYB+202192,ICS 399|UNIVERSITY TEACHING|S|202303^CS 295|CAUSAL INFERENCE|A+|202303^STATS 295|SPATIAL ANALYSIS|A|202292^CS 273A|MACHINE LEARNING|B+|202292^STATS 295|ML FOR DATA SCIENCE|A|202214^STATS 280|SEMINAR IN STATS|S|202214^STATS 210C|STAT METHODS III|A-|202214^STATS 200C|INT PROB & STAT THY|B+|202214^STATS 280|SEMINAR IN STATS|S|202203^STATS 210B|STAT METHODS II|A|202203^STATS 205|BAYES DATA ANALYSIS|A-|202203^STATS 200B|INT PROB & STAT THY|A-|202203^STATS 295|SCI COMP WITH R|A|202192^STATS 280|SEMINAR IN STATS|S|202192^STATS 210|STATS METHODS I|A-|202192^STATS 200A|INT PROB & STAT THY|B+|202192,new,Activated,yes,2023-04-19 15:59:59,
c900ba96-e497-49e7-b970-ea96ac5dddd6,Smith30,Joe30,Smith30,Smith30@uci.edu,9495555579,US,http://Smith30.com,no,Received an exemption,,PhD,no,Statistics,3.74,yes,2022,yes,2022,no,no,no,,,4/19/2023,Either,,,"I do not have an area of expertise, but I am most familiar with Python, R, probability, and data science. I do some experience leading discussions sessions via Zoom, and have taken many online courses and can understand both the benefits and difficulties of online teaching.","I have around half a year of experience with C++ (took ICS 45C and ICS 46).  In terms of SQL, I have around 1.5 years of experience through classes, research, and part-time jobs. I am familiar with MySQL, Microsoft SQL Server, and Spark SQL.  I have around 4 years of experience working with the macOS operating systems, and know the basics of Linux and Windows. I have a basic understanding of Matlab. I am also very familiar with Python and working with its different IDEs, such as IDLE, PyCharm, and Jupyter Notebook.",CourseTitleInstructorPositionWhenSTAT 67INTRO PROB&STAT/CSKoko GulesserianTA2022-fallSTAT 111STATS METH DATA IIKoko GulesserianTA2023-winterSTAT 7BASIC STATISTICSLee KuceraTA2023-spring,CourseTakenGradeSTAT 111YASTAT 120BYA-STAT 67NSTAT 7N,STATS 67|INTRO PROB&STAT/CS|Koko Gulesserian|TA|2022-fall|STATS 111|STATS METH DATA II|Koko Gulesserian|TA|2023-winter|STATS 7|BASIC STATISTICS|Lee Kucera|TA|2023-spring||||||,STATS 111|Y|A|STATS 120B|Y|A-|STATS 67|N||STATS 7|N||,CourseTitleGrWhenSTATS 280SEMINAR IN STATSS202303STATS 211STATS METHOD IIA-202303STATS 205BAYES DATA ANALYSISA202303STATS 200BINT PROB & STAT THYA-202303STATS 280SEMINAR IN STATSS202292STATS 210STATS METHODS IA202292STATS 200AINT PROB & STAT THYB+202292ICS 399UNIVERSITY TEACHINGS202292ICS 398ATA TRAINING SEMINARS202292,STATS 280|SEMINAR IN STATS|S|202303^STATS 211|STATS METHOD II|A-|202303^STATS 205|BAYES DATA ANALYSIS|A|202303^STATS 200B|INT PROB & STAT THY|A-|202303^STATS 280|SEMINAR IN STATS|S|202292^STATS 210|STATS METHODS I|A|202292^STATS 200A|INT PROB & STAT THY|B+|202292^ICS 399|UNIVERSITY TEACHING|S|202292^ICS 398A|TA TRAINING SEMINAR|S|202292,new,Activated,yes,2023-06-01 16:07:51,
c90e7ddd-dfc9-480c-9363-c3a05ac48983,Smith58,Joe58,Smith58,Smith58@uci.edu,9495555607,FOR,,yes,,97,PhD,no,Computer Science,3.742,yes,2020,yes,2020,no,no,no,"February 25, 2015 Sungkyunkwan University","Security, Cryptography",5/30/2023,Reader,,,"My area of expertise: Security, Embedded system, Cryptography, C programming, Mathematics  [TA Experience] in Korean (2014.03-2014.06): Practical C++ programming - Sungkyunkwan University (2015.06-2015.08): Embedded C programming - LG Electronics",C - Proficient (more than 7 years) C++ - Moderate (1 year) Python - Moderate (1 year) Unix - Proficient (more than 7 years),CourseTitleInstructorPositionWhenCS 201PComputer SecurityMachael T GoodrichReader2021-fallCS 122BProjects in Databases and WebappsRay KlefstadTA2022-spring,CourseTakenGradeCS 134Y3.5CS 132Y3.5ICS 6DY3.0ICS 6NY4.0,CS201P|Computer Security|Machael T Goodrich|Reader|2021-fall|CS122B|Projects in Databases and Webapps|Ray Klefstad|TA|2022-spring|||||||||||,CompSci 134|Y|3.5|CompSci 132|Y|3.5|I&C Sci 6D|Y|3.0|I&C Sci 6N|Y|4.0|,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202214ICS 399UNIVERSITY TEACHINGS202203CS 222PRINCIPLS DATA MGMTA202203ICS 399UNIVERSITY TEACHINGS202192CS 271INTRO ARTIFCL INTELA202192CS 205COMP AND SYSTEM SECA202114CS 203NTWK & DIST SYS SECA-202114CS 260FUND ALGORITHMSA-202103CS 202APPLIED CRYPTYB+202103ICS 398ATA TRAINING SEMINARS202092CS 244INTR EMBED UBIQ SYSB+202092CS 232CMPTR & COMM NTWRKSA202092CS 201CRYPTO PROTOCOLSA202092,ICS 399|UNIVERSITY TEACHING|S|202214^ICS 399|UNIVERSITY TEACHING|S|202203^CS 222|PRINCIPLS DATA MGMT|A|202203^ICS 399|UNIVERSITY TEACHING|S|202192^CS 271|INTRO ARTIFCL INTEL|A|202192^CS 205|COMP AND SYSTEM SEC|A|202114^CS 203|NTWK & DIST SYS SEC|A-|202114^CS 260|FUND ALGORITHMS|A-|202103^CS 202|APPLIED CRYPTY|B+|202103^ICS 398A|TA TRAINING SEMINAR|S|202092^CS 244|INTR EMBED UBIQ SYS|B+|202092^CS 232|CMPTR & COMM NTWRKS|A|202092^CS 201|CRYPTO PROTOCOLS|A|202092,new,Activated,yes,2023-05-30 21:35:59,"TypeQuarterJobProjectAccount ManagerPICourseStatusH OfferSum '23GSR GSRJuancho BanaaggtsudikacceptJobSum '23GSRGSRBanaag, Juancho gtsudikcreated"
f72880b5-4373-46e8-80b6-e8b14b7c23d1,Smith61,Joe61,Smith61,Smith61@uci.edu,9495555610,FOR,http://Smith61.com,yes,Received an exemption,28,MS,no,Computer Science,3.75,no,,no,,no,no,no,,,4/23/2023,Either,,,"1) Expertise on Computer Networks, and AI-driven wireless networks 2) Reader experience @UCI - Discrete Math for CS (ICS 6D) 3) Teaching Assistant experiences (as undergraduate TA) @Ewha Womans University, South Korea - Theory of Programming Languages (20499-01) - Introduction to AI & Deep Learning (38901-01) - Introductory Creative Convergence Basic Design (38896-01) 4) Tutor Volunteer experience @Ewha Womans University, South Korea - Taught online tutoring classes of basic programming for non-CS students","- Proficient with Java, C, and SQL) can utilize basic language grammars - Proficient with Linux, Windows) operated various Linux servers remotely, highly proficient with Windows operating system - Taught basic Python language to various students via private tutoring - Acted as back-end programmer for few projects (used to database languages)",CourseTitleInstructorPositionWhenICS 6DDiscrete Math for CSPaniz EbrahimiReader2022-fall,CourseTakenGradeICS 6DYA+ICS 6NYA-ICS 45JYA+CS 143AYA,ICS 6D|Discrete Math for CS|Paniz Ebrahimi|Reader|2022-fall||||||||||||||||,ICS 6D|Y|A+|ICS 6N|Y|A-|ICS 45J|Y|A+|CompSci 143A|Y|A|,,,new,Activated,yes,2023-04-23 17:16:19,
9283f7c3-ea96-4bbe-9e7d-de593d490e17,Smith6,Joe6,Smith6,Smith6@uci.edu,9495555555,FOR,http://Smith6.com,yes,,117/120,MS,no,Computer Science,3.767,yes,2022,yes,2022,no,no,no,,,4/20/2023,Either,,,"My Area of expertise includes but isn't limited to, Back end, data and information systems, Fullstack development, Microservices, and System design with a focus on building large-scale distributed systems on the cloud. I am also proficient in Algorithms, Data structures, and problem-solving. I have over 3 years of experience in software development in companies like Amazon and Cisco. I have worked with Tech stacks ranging from Golang, Java, C++, and Python to AWS, Ansible, and CI/CD.   I discovered a passion for teaching when I began organizing workshops for incoming undergraduates on various core computer science concepts. These experiences helped me refine my understanding and learn essential skills associated with disseminating complex information faster for beginners to learn and I have grown to love mentoring young students. I have also published articles on platforms such as GeeksForGeeks.org(https://auth.geeksforgeeks.org/user/adith%20bharadwaj/articles) and section.io(https://www.section.io/engineering-education/authors/adith-bharadwaj/), exploring various topics such as data analytics, computer networks, operating systems, and storage. While researching these domains, I was exposed to the incredible innovations in computer science and their widespread implications on society, which fortified my aspirations to pursue a career in the field.","I have over 3 years of Professional experience with Java, C/C++, and DBMS including SQL, and NoSql. My primary operating systems are Linux(Ubuntu, Fedora), and macOS. I am proficient in Operating systems concepts and have professionally worked with cloud-based systems.   Having 3+ years of experience at companies like Amazon and Cisco, I have gained valuable experience in the field of software development. I have worked on building applications used by over 25 million people and with this experience I have gained skills and expertise in my field. At Amazon, I led a large-scale effort to migrate data from MySQL to DynamoDB (AWS) for a Microservice that handles user comments. My responsibilities included initial design for end-to-end migration, developing REST APIs, validating data, load testing, and implementing underlying logic for migration, which increased availability by 35% and reduced latency by 60%. During my time at Amazon, by mentoring interns and junior developers and interacting with a diverse team from various backgrounds, I recognized the importance of interpersonal/communication skills and learning to work outside my comfort zone.",CourseTitleInstructorPositionWhenINF 171Introduction to Health InformaticsRenee GarettTA2023-winterINF 121Software DesignAndre Van der HoekTA2023-spring,CourseTakenGradeICS 46YA+CS 143AYA+ICS 45JYA+ICS 6DYA+,INF 171|Introduction to Health Informatics|Renee Garett|TA|2023-winter|INF 121|Software Design|Andre Van der Hoek|TA|2023-spring|||||||||||,I&C SCI 46|Y|A+|COMPSCI 143A|Y|A+|I&C SCI 45J|Y|A+|I&C SCI 6D|Y|A+|,CourseTitleGrWhenCS 295PKEYSTONE PROJ CSA202303CS 273PMACH LRN & DATA MINA+202303CS 261PDATA STRUCTURESA202303CS 271PARTIFICIAL INTELLIGA202292CS 253PADV PROG PROB SOLVA+202292CS 220PDATABAS & DATA MGMTB+202292,CS 295P|KEYSTONE PROJ CS|A|202303^CS 273P|MACH LRN & DATA MIN|A+|202303^CS 261P|DATA STRUCTURES|A|202303^CS 271P|ARTIFICIAL INTELLIG|A|202292^CS 253P|ADV PROG PROB SOLV|A+|202292^CS 220P|DATABAS & DATA MGMT|B+|202292,new,Activated,yes,2023-04-20 18:35:16,
443f7665-da67-4313-8374-0e5c2a67403f,Smith90,Joe90,Smith90,Smith90@uci.edu,9495555639,US,http://Smith90.com,no,Received an exemption,N/A,PhD,yes,Computer Science,3.78,no,,no,,no,no,no,,Computational Science,4/19/2023,TA,,,(Part of the Computational Science program) Math Physics Fortran Python MATLAB Writing Discrete Math,"Some experience with C, C++, SQL, and bash. Very proficient with Python. Very proficient with Windows and comfortable with macOS and Linux.",CourseTitleInstructorPositionWhenICS 6BBoolean Logic and Discrete StructurWayne HayesTA2019-summerICS 6BBoolean LogicIrene GasskoTA2019-fallICS 31Introduction to ProgrammingShannon AlfaroTA2023-winterICS 139WCritical WritingShannon AlfaroTA2022-spring,CourseTakenGradeICS 139WNICS 6NNICS 33NISC 32N,ICS 6B|Boolean Logic and Discrete Structur|Wayne Hayes|TA|2019-summer|ICS 6B|Boolean Logic|Irene Gassko|TA|2019-fall|ICS 31|Introduction to Programming|Shannon Alfaro|TA|2023-winter|ICS 139W|Critical Writing|Shannon Alfaro|TA|2022-spring|,ICS 139W|N||ICS 6N|N||ICS 33|N||ISC 32|N||,CourseTitleGrWhenCS 206SCI COMPUTINGA201914STATS 201STATS METH DATA IB+201892,CS 206|SCI COMPUTING|A|201914^STATS 201|STATS METH DATA I|B+|201892,new,Activated,yes,2023-04-19 20:41:29,
a4d5a0c8-5a07-4609-a772-aa4d6b3071fd,Smith94,Joe94,Smith94,Smith94@uci.edu,9495555643,FOR,http://Smith94.com,no,Received an exemption,,PhD,no,Computer Science,3.78,yes,2021,no,,no,no,no,,Cryptography,4/19/2023,TA,,,"I would consider theoretical avenues my expertise. From basic discrete math to algorithms and cryptography.  In Computer Science, I have done theoretical research as well as practical research in a quantum computing lab. As an undergraduate, my lab and NASA collaborated on a Quantum Key Distribution project. I also did independent research into elliptic curve factorization and Galois theory. I have TAd for graduate as well as undergraduate classes. I also helped host practice exams for college calculus and physics classes. I have also helped various classmates as an undergraduate for upper level computer science classes.","Experience with C++. Some experience with VHDL and C. Exposure to Java, SQL. No knowledge of Scheme. Experience in Windows. Reasonable expertise in Linux/macOS.",CourseTitleInstructorPositionWhenICS 6DDiscrete Math for Computer ScienceJing ZhangTA2023-winterCS 167Applied CryptographyStanislaw JareckiReader2022-winterCS 161Design and Analysis of AlgorithmsMichael DillencourtReader2022-springCS 201PComputer SecurityMohammad Iftekhar HusainTA2022-fall,CourseTakenGradeICS 6DNICS 6BNICS 6NNICS 31N,ICS6D|Discrete Math for Computer Science|Jing Zhang|TA|2023-winter|CS167|Applied Cryptography|Stanislaw Jarecki|Reader|2022-winter|CS161|Design and Analysis of Algorithms|Michael Dillencourt|Reader|2022-spring|CS201P|Computer Security|Mohammad Iftekhar Husain|TA|2022-fall|,ICS6D|N||ICS6B|N||ICS6N|N||ICS31|N||,CourseTitleGrWhenCS 230DIST COMPUTER SYSA+202303CS 288ALGTH MATCH MARKETSA202292CS 232CMPTR & COMM NTWRKSA-202292CS 205COMP AND SYSTEM SECA202214CS 202APPLIED CRYPTYA202214CS 263ANALYSIS OF ALGRTHMA202203CS 260FUND ALGORITHMSB202203CS 295INTRO TO AGTA202192CS 271INTRO ARTIFCL INTELA202192CS 201CRYPTO PROTOCOLSB202192,CS 230|DIST COMPUTER SYS|A+|202303^CS 288|ALGTH MATCH MARKETS|A|202292^CS 232|CMPTR & COMM NTWRKS|A-|202292^CS 205|COMP AND SYSTEM SEC|A|202214^CS 202|APPLIED CRYPTY|A|202214^CS 263|ANALYSIS OF ALGRTHM|A|202203^CS 260|FUND ALGORITHMS|B|202203^CS 295|INTRO TO AGT|A|202192^CS 271|INTRO ARTIFCL INTEL|A|202192^CS 201|CRYPTO PROTOCOLS|B|202192,new,Activated,yes,2023-04-19 16:19:42,
c3a1b319-8cd9-471b-ae64-06072e137f7d,Smith122,Joe122,Smith122,Smith122@uci.edu,9495555671,FOR,http://Smith122.com,yes,,91,MS,no,School of Engineering,3.78,enrolled,,enrolled,,no,no,no,,EECS,5/22/2023,Either,,,"Programming, logical thinking and aptitude I consider them as my strong suite and I strongly believe if you are good at these you can become a great programmer. I was a reader in the EECS department for the fall 2022 quarter and right now I am working in the ICS department as a reader for the course IN4MATX 141 under professor Alberto, I do have some teaching experience, I used to teach mathematics and computer science to high school students back in India during my holidays. I really like to interact with students and solve their doubts. I would love to work as a TA this quarter and I prefer the TA role, if that is not possible I am also happy to work as a reader.","I have good academic experience with Python, C and Java programming languages in my high school and in my bachelors, I have worked and developed so many projects using these programming languages. I am familiar with Windows, MacOS and Linux as well. I am also good at embedded systems, I have some experience with Unreal engine and blender","CourseTitleInstructorPositionWhenEECS 70BNetwork Analysis IIThomas KetseoglouReader2022-fallCS 121INFRMTION RETRIEVAL KRONE MARTINS, A.Reader2023-winterCS 121INFRMTION RETRIEVAL KRONE MARTINS, A.Reader2023-spring",,"EECS 70B|Network Analysis II|Thomas Ketseoglou|Reader|2022-fall|CompSci   121|INFRMTION RETRIEVAL |KRONE MARTINS, A.|Reader|2023-winter|CompSci   121|INFRMTION RETRIEVAL |KRONE MARTINS, A.|Reader|2023-spring||||||",,,,new,Activated,yes,2023-05-22 12:15:22,
1b84a029-047a-461e-8da7-364900d0ce3c,Smith18,Joe18,Smith18,Smith18@uci.edu,9495555567,FOR,http://Smith18.com,,,26/30,PhD,no,Computer Science,3.781,yes,2017,yes,FALL/2019,no,no,no,"Spring 2019, UCI School of Engineering.",Computer Science,4/24/2023,TA,,,"High Performance Computing  and Algorithm development for specific Architectures.  Taught the Lab for an online course as a TA, but Students were still required to attend the Lab.","Familiar with Java & VHDL, Proficient with C, C++, Unix. Proficient Windows user.",CourseTitleInstructorPositionWhenICS 51Intro to Computer OrganizationA. NicolauTA2019-fallICS 53Principles in System DesignJ. Wong-MaTA2021-springEECS 22Advanced C ProgrammingR. DoemerTA2017-fallCS 265Graph AlgorithmsD. EppsteinReader2022-winter,CourseTakenGradeICS 51NICS 45JNICS 31NICS 6BN,ICS 51|Intro to Computer Organization|A. Nicolau|TA|2019-fall|ICS  53|Principles in System Design|J. Wong-Ma|TA|2021-spring|EECS 22|Advanced C Programming|R. Doemer|TA|2017-fall|CS 265|Graph Algorithms|D. Eppstein|Reader|2022-winter|,ICS 51|N||ICS 45J|N||ICS 31|N||ICS 6B|N||,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202114ICS 399UNIVERSITY TEACHINGS202103ICS 399UNIVERSITY TEACHINGS202092CS 250BMODERN MICROPROCESRB+202014CS 273AMACHINE LEARNINGA-202003ICS 399UNIVERSITY TEACHINGS201992ICS 398ATA TRAINING SEMINARS201992CS 271INTRO ARTIFCL INTELA-201992CS 243HIGH PERFRMCE ARCHA+201792,ICS 399|UNIVERSITY TEACHING|S|202114^ICS 399|UNIVERSITY TEACHING|S|202103^ICS 399|UNIVERSITY TEACHING|S|202092^CS 250B|MODERN MICROPROCESR|B+|202014^CS 273A|MACHINE LEARNING|A-|202003^ICS 399|UNIVERSITY TEACHING|S|201992^ICS 398A|TA TRAINING SEMINAR|S|201992^CS 271|INTRO ARTIFCL INTEL|A-|201992^CS 243|HIGH PERFRMCE ARCH|A+|201792,new,Activated,yes,2023-04-24 13:21:54,
51ac07cc-1c29-4b79-b0e7-a11a8dad93cf,Smith103,Joe103,Smith103,Smith103@uci.edu,9495555652,US,http://Smith103.com,no,Received an exemption,US Citizen,PhD,no,Statistics,3.786,yes,2017,no,,no,no,no,"June 2019 MS Stats, UCI;     June 2007, Univ. of WA (MFA in Poetry)",,4/24/2023,TA,,,"I have TA'd for Stats 67, Stats 7, and Stats 120A/B, and am comfortable with the material and my ability to teach the material.  As a 4th year PhD student who has TA'd many times for Stats 7/8, I would really like to TA something other than Stats 7/8.  Regarding other teaching experience, I have 11 years of experience teaching introductory- and intermediate-level undergraduate English courses, and have taught several online courses, including AcEng 120C at UCI (online summer session).","I am very comfortable with R, as well as general applications and troubleshooting in a Windows environment.","CourseTitleInstructorPositionWhenSTAT 8Introductory StatisticsDavid ArmstrongTA2020-summerSTAT 110Stat Methods for Data Analysis ISevan GulessarianTA2022-fallSTAT 7Introductory StatisticsBrigitte BaldiTA2018-fallSTAT 120A,BIntro to Probability & StatisticsZhaoxia Yu, Tianchen QianTA2021-fall",CourseTakenGradeSTAT 120A/B/CYASTAT 67NSTAT 110/111NSTAT 7/8N,"Stats 8|Introductory Statistics|David Armstrong|TA|2020-summer|Stats 110|Stat Methods for Data Analysis I|Sevan Gulessarian|TA|2022-fall|Stats 7|Introductory Statistics|Brigitte Baldi|TA|2018-fall|Stats 120A,B|Intro to Probability & Statistics|Zhaoxia Yu, Tianchen Qian|TA|2021-fall|",Stats 120A/B/C|Y|A|Stats 67|N||Stats 110/111|N||Stats  7/8|N||,CourseTitleGrWhenSTATS 280SEMINAR IN STATSS202303STATS 280SEMINAR IN STATSU202292STATS 280SEMINAR IN STATSS202214STATS 280SEMINAR IN STATSS202203STATS 280SEMINAR IN STATSS202192STATS 295STATS LRNING IN DSA202114STATS 280SEMINAR IN STATSS202114STATS 226ADV BAYESIAN STATA202114STATS 280SEMINAR IN STATSS202103STATS 295ADVANCED RA-202092STATS 280SEMINAR IN STATSS202092STATS 280SEMINAR IN STATSS202014STATS 295SPATIAL ANALYSISA+202003STATS 280SEMINAR IN STATSS202003STATS 275STAT CONSULTINGA+202003STATS 280SEMINAR IN STATSS201992STATS 230STATS COMPUT METHODA+201914STATS 220BADV PROB&STATTOPICSA201914ICS 399UNIVERSITY TEACHINGS201914STATS 240MULTIVAR STAT METHA+201903STATS 220AADV PROB&STATTOPICSB+201903ICS 399UNIVERSITY TEACHINGS201903STATS 280SEMINAR IN STATSS201892STATS 225BAYESIAN STATISTICSA-201892ICS 399UNIVERSITY TEACHINGS201892CS 273AMACHINE LEARNINGA201892STATS 212STATS METHODS IIIB+201814STATS 200CINT PROB & STAT THYA201814ICS 399UNIVERSITY TEACHINGS201814STATS 280SEMINAR IN STATSS201803STATS 211STATS METHOD IIA201803STATS 205BAYES DATA ANALYSISA201803STATS 200BINT PROB & STAT THYA-201803ICS 399UNIVERSITY TEACHINGS201803STATS 280SEMINAR IN STATSS201792STATS 262THRY&PRAC SAMPL SURA201792STATS 210STATS METHODS IA-201792STATS 200AINT PROB & STAT THYB+201792ICS 399UNIVERSITY TEACHINGS201792,STATS 280|SEMINAR IN STATS|S|202303^STATS 280|SEMINAR IN STATS|U|202292^STATS 280|SEMINAR IN STATS|S|202214^STATS 280|SEMINAR IN STATS|S|202203^STATS 280|SEMINAR IN STATS|S|202192^STATS 295|STATS LRNING IN DS|A|202114^STATS 280|SEMINAR IN STATS|S|202114^STATS 226|ADV BAYESIAN STAT|A|202114^STATS 280|SEMINAR IN STATS|S|202103^STATS 295|ADVANCED R|A-|202092^STATS 280|SEMINAR IN STATS|S|202092^STATS 280|SEMINAR IN STATS|S|202014^STATS 295|SPATIAL ANALYSIS|A+|202003^STATS 280|SEMINAR IN STATS|S|202003^STATS 275|STAT CONSULTING|A+|202003^STATS 280|SEMINAR IN STATS|S|201992^STATS 230|STATS COMPUT METHOD|A+|201914^STATS 220B|ADV PROB&STATTOPICS|A|201914^ICS 399|UNIVERSITY TEACHING|S|201914^STATS 240|MULTIVAR STAT METH|A+|201903^STATS 220A|ADV PROB&STATTOPICS|B+|201903^ICS 399|UNIVERSITY TEACHING|S|201903^STATS 280|SEMINAR IN STATS|S|201892^STATS 225|BAYESIAN STATISTICS|A-|201892^ICS 399|UNIVERSITY TEACHING|S|201892^CS 273A|MACHINE LEARNING|A|201892^STATS 212|STATS METHODS III|B+|201814^STATS 200C|INT PROB & STAT THY|A|201814^ICS 399|UNIVERSITY TEACHING|S|201814^STATS 280|SEMINAR IN STATS|S|201803^STATS 211|STATS METHOD II|A|201803^STATS 205|BAYES DATA ANALYSIS|A|201803^STATS 200B|INT PROB & STAT THY|A-|201803^ICS 399|UNIVERSITY TEACHING|S|201803^STATS 280|SEMINAR IN STATS|S|201792^STATS 262|THRY&PRAC SAMPL SUR|A|201792^STATS 210|STATS METHODS I|A-|201792^STATS 200A|INT PROB & STAT THY|B+|201792^ICS 399|UNIVERSITY TEACHING|S|201792,new,Activated,yes,2023-04-24 11:57:56,
45d0a554-bba5-420c-a1d3-733876233b6b,Smith31,Joe31,Smith31,Smith31@uci.edu,9495555580,US,http://Smith31.com,no,,Native?,PhD,yes,Informatics,3.8,yes,2018,yes,FA 2018,no,no,no,"MPA + MS Student Affairs, December 2017, Binghamton University",Games Studies,4/19/2023,TA,,,"I consider Games Studies, Public Administration, and Higher Education my areas of expertise.  I have certificates in Community College teaching, course design, and mentoring.  I have undergraduate knowledge of K-12 education and political science.  I have completed nearly all pedagogical co-curricular activities through DTEI, short of becoming a pedagogical fellow.  I have taught at UCI and USC as an instructor of record, taught summer sessions of undergrads and high school students, and have TA'd several quarters, including online courses.",None,CourseTitleInstructorPositionWhenICS 139WCRITICAL WRITING Morten Bay ChristensenTA2019-summerICS 60GAMES AND SOCIETYConstance SteinkeuhlerTA2019-fallINF 131COMPUTER HUMAN INTERACTIONStacy BranhamTA2020-winterICS 60GAMES AND SOCIETYConstance SteinkeuhlerTA2020-spring,CourseTakenGradeICS 60NN/AGDIM 41NN/AICS 139WNN/AGDIM 25NN/A,ICS 139W|CRITICAL WRITING |Morten Bay Christensen|TA|2019-summer|I&C Sci 60|GAMES AND SOCIETY|Constance Steinkeuhler|TA|2019-fall|INF 131 |COMPUTER HUMAN INTERACTION|Stacy Branham|TA|2020-winter|I&C Sci 60|GAMES AND SOCIETY|Constance Steinkeuhler|TA|2020-spring|,I&C Sci 60|N|N/A|GDIM 41|N|N/A|I&C Sci 139W|N|N/A|GDIM 25|N|N/A|,"CourseTitleGrWhenINF 295PLAY,MAGIC&IDENTITYA202303INF 207SSEM RESRCH & WRITNGS202203INF 207SSEM RESRCH & WRITNGS202103INF 290RESEARCH SEMINARS202092ICS 399UNIVERSITY TEACHINGS202014INF 207SSEM RESRCH & WRITNGS202003ICS 399UNIVERSITY TEACHINGS202003INF 295DIGITAL METHODSA201992ICS 399UNIVERSITY TEACHINGS201992INF 295PLAYABLE MEDIAA-201914INF 261SOC ANLY OF CMPTINGB201914INF 205QUAN RSCH MTHDS-ISA-201914INF 232RESEARCH IN HCCA-201903INF 207SSEM RESRCH & WRITNGS201903INF 203QUAL RSCH MTHDSA+201903INF 295DIGTL MDA & LRNINGA+201892INF 201RES METH FOR IN4MTXA201892ICS 398ATA TRAINING SEMINARS201892","INF 295|PLAY,MAGIC&IDENTITY|A|202303^INF 207S|SEM RESRCH & WRITNG|S|202203^INF 207S|SEM RESRCH & WRITNG|S|202103^INF 290|RESEARCH SEMINAR|S|202092^ICS 399|UNIVERSITY TEACHING|S|202014^INF 207S|SEM RESRCH & WRITNG|S|202003^ICS 399|UNIVERSITY TEACHING|S|202003^INF 295|DIGITAL METHODS|A|201992^ICS 399|UNIVERSITY TEACHING|S|201992^INF 295|PLAYABLE MEDIA|A-|201914^INF 261|SOC ANLY OF CMPTING|B|201914^INF 205|QUAN RSCH MTHDS-IS|A-|201914^INF 232|RESEARCH IN HCC|A-|201903^INF 207S|SEM RESRCH & WRITNG|S|201903^INF 203|QUAL RSCH MTHDS|A+|201903^INF 295|DIGTL MDA & LRNING|A+|201892^INF 201|RES METH FOR IN4MTX|A|201892^ICS 398A|TA TRAINING SEMINAR|S|201892",new,Activated,yes,2023-04-19 16:56:53,
